**********
SEED 1
**********
Running Online Backpropagation...
Iteration 1	 Training error: 0.716442	 Test error: 0.725638
1 -- 1 0 -- 2.55829e-122 
0 -- 1 1 -- 8.02193e-45 
1 -- 5.77331e-218 0 -- 1 
1 -- 1 0 -- 7.85397e-168 
0 -- 7.78204e-133 1 -- 1 
0 -- 1 1 -- 4.60874e-39 
0 -- 1 1 -- 3.526e-74 
1 -- 1 0 -- 3.85182e-41 
1 -- 1 0 -- 9.86794e-131 
0 -- 1 1 -- 4.95705e-13 
0 -- 1 1 -- 1.71545e-54 
0 -- 1 1 -- 1.65463e-72 
1 -- 1 0 -- 8.05302e-54 
1 -- 1 0 -- 3.85182e-41 
1 -- 1 0 -- 1.3441e-44 
1 -- 1 0 -- 3.70092e-50 
0 -- 1.36015e-197 1 -- 1 
0 -- 1.36027e-61 1 -- 1 
1 -- 7.87257e-266 0 -- 1 
1 -- 1 0 -- 6.11795e-39 
1 -- 1 0 -- 6.31799e-84 
0 -- 0.00432453 1 -- 1 
1 -- 5.06974e-81 0 -- 1 
0 -- 3.00136e-12 1 -- 1 
0 -- 1 1 -- 1.03796e-12 
1 -- 1 0 -- 1.24646e-72 
0 -- 1 1 -- 2.58575e-139 
0 -- 0 1 -- 1 
0 -- 4.3766e-27 1 -- 1 
0 -- 1 1 -- 7.32345e-26 
1 -- 1 0 -- 6.57054e-13 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.64439e-12 
0 -- 1 1 -- 4.28966e-64 
1 -- 1 0 -- 7.68924e-75 
1 -- 1 0 -- 1.28028e-150 
0 -- 1 1 -- 6.68578e-07 
1 -- 1 0 -- 0.958858 
0 -- 0 1 -- 1 
1 -- 0.000132806 0 -- 1 
1 -- 1 0 -- 9.20436e-62 
0 -- 4.01966e-98 1 -- 1 
1 -- 1 0 -- 6.38377e-28 
1 -- 1 0 -- 2.66944e-111 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.277e-152 
1 -- 1 0 -- 1.42754e-58 
0 -- 1 1 -- 5.58525e-20 
1 -- 0 0 -- 1 
1 -- 1.26266e-18 0 -- 1 
1 -- 1 0 -- 1.05098e-60 
0 -- 0.99851 1 -- 0.00236393 
1 -- 1 0 -- 3.33605e-36 
0 -- 8.11181e-227 1 -- 1 
0 -- 1 1 -- 2.11898e-24 
0 -- 0 1 -- 1 
1 -- 1.48209e-51 0 -- 1 
1 -- 2.33999e-149 0 -- 1 
1 -- 1 0 -- 1.02967e-119 
0 -- 1 1 -- 1.04852e-09 
0 -- 9.61201e-84 1 -- 1 
1 -- 2.28416e-212 0 -- 1 
1 -- 1 0 -- 2.88118e-33 
1 -- 6.87639e-63 0 -- 1 
0 -- 6.30793e-65 1 -- 1 
0 -- 1 1 -- 4.6216e-79 
1 -- 1 0 -- 1.18528e-137 
0 -- 6.04191e-47 1 -- 1 
1 -- 1 0 -- 4.44054e-88 
0 -- 7.03074e-253 1 -- 1 
0 -- 1 1 -- 0.995044 
0 -- 1.17429e-07 1 -- 1 
0 -- 1 1 -- 1.26295e-56 
0 -- 2.11793e-155 1 -- 1 
0 -- 3.53226e-235 1 -- 1 
1 -- 1 0 -- 0.000493547 
1 -- 2.15047e-116 0 -- 1 
0 -- 1 1 -- 5.33733e-31 
1 -- 1 0 -- 1.70882e-45 
1 -- 0 0 -- 1 
0 -- 3.82601e-273 1 -- 1 
1 -- 1 0 -- 9.94736e-24 
1 -- 1 0 -- 2.46275e-90 
1 -- 1 0 -- 2.93553e-67 
1 -- 1 0 -- 2.02966e-86 
0 -- 1 1 -- 0.999992 
0 -- 4.67014e-14 1 -- 1 
1 -- 2.33958e-287 0 -- 1 
1 -- 5.64493e-13 0 -- 0.00319998 
0 -- 1 1 -- 1.62921e-37 
1 -- 1 0 -- 9.01212e-113 
0 -- 1 1 -- 2.59774e-44 
1 -- 1 0 -- 0.999992 
1 -- 1 0 -- 1.71283e-96 
1 -- 1 0 -- 1.78266e-87 
0 -- 2.10274e-29 1 -- 1 
1 -- 1 0 -- 6.81909e-06 
1 -- 6.87639e-63 0 -- 1 
0 -- 1 1 -- 8.05302e-54 
0 -- 1.11861e-31 1 -- 1 
1 -- 2.44132e-106 0 -- 1 
0 -- 9.49289e-83 1 -- 1 
0 -- 1.34422e-299 1 -- 1 
1 -- 1 0 -- 1.14446e-92 
1 -- 1 0 -- 3.07288e-129 
0 -- 0.000132806 1 -- 1 
0 -- 1.7431e-38 1 -- 1 
0 -- 5.59937e-21 1 -- 1 
1 -- 1.21274e-71 0 -- 1 
1 -- 1 0 -- 2.13217e-84 
0 -- 4.91452e-141 1 -- 1 
0 -- 1.34181e-240 1 -- 1 
1 -- 1 0 -- 4.8715e-65 
1 -- 1 0 -- 6.81909e-06 
0 -- 3.196e-134 1 -- 1 
0 -- 1 1 -- 1.25315e-110 
1 -- 1 0 -- 8.27681e-17 
0 -- 1 1 -- 9.97068e-75 
0 -- 9.55176e-102 1 -- 1 
0 -- 3.07112e-46 1 -- 1 
1 -- 1 0 -- 8.28423e-90 
1 -- 1 0 -- 2.22515e-127 
1 -- 1 0 -- 4.95705e-13 
0 -- 4.34491e-144 1 -- 1 
1 -- 1.54848e-57 0 -- 1 
0 -- 1.17429e-07 1 -- 1 
0 -- 0 1 -- 1 
0 -- 1 1 -- 5.72213e-100 
0 -- 1.16283e-255 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 7.22002e-73 
1 -- 1 0 -- 2.13298e-85 
1 -- 1 0 -- 1.56975e-86 
0 -- 1 1 -- 0.00146105 
0 -- 1 1 -- 1.15122e-79 
0 -- 2.82976e-07 1 -- 0.981221 
0 -- 1 1 -- 2.14124e-94 
1 -- 0.997564 0 -- 2.01545e-07 
0 -- 1.97047e-169 1 -- 1 
1 -- 1 0 -- 1.25807e-47 
1 -- 0.999999 0 -- 0.00864891 
1 -- 9.86989e-27 0 -- 1 
0 -- 4.78177e-54 1 -- 1 
0 -- 4.71565e-48 1 -- 1 
0 -- 1 1 -- 7.61865e-28 
1 -- 1 0 -- 3.29787e-135 
1 -- 1 0 -- 1.71283e-96 
0 -- 7.62558e-91 1 -- 1 
1 -- 1 0 -- 5.33374e-95 
1 -- 2.07102e-16 0 -- 1 
1 -- 1 0 -- 9.53624e-108 
0 -- 1 1 -- 4.75789e-11 
0 -- 1 1 -- 0.239463 
1 -- 1 0 -- 3.06307e-56 
1 -- 1 0 -- 6.32037e-85 
1 -- 0.997564 0 -- 2.01545e-07 
0 -- 5.74359e-61 1 -- 1 
0 -- 1.50514e-276 1 -- 1 
1 -- 1 0 -- 9.86794e-131 
1 -- 4.99592e-15 0 -- 1 
1 -- 1 0 -- 5.31927e-43 
1 -- 1 0 -- 1.29921e-92 
1 -- 9.76555e-63 0 -- 1 
0 -- 1.6852e-251 1 -- 1 
1 -- 1 0 -- 8.22432e-93 
1 -- 1 0 -- 1.56419e-150 
0 -- 1 1 -- 1.80545e-82 
0 -- 1.42819e-15 1 -- 1 
1 -- 1 0 -- 6.6068e-105 
0 -- 3.94781e-149 1 -- 1 
1 -- 1 0 -- 3.10625e-62 
1 -- 1 0 -- 3.71526e-59 
0 -- 1 1 -- 3.90104e-36 
0 -- 1 1 -- 1.80545e-82 
1 -- 1 0 -- 2.20201e-57 
0 -- 3.79197e-263 1 -- 1 
1 -- 1 0 -- 6.27889e-24 
0 -- 1.1343e-37 1 -- 1 
1 -- 1 0 -- 8.28423e-90 
0 -- 0 1 -- 1 
1 -- 7.48631e-60 0 -- 1 
0 -- 1 1 -- 4.95705e-13 
1 -- 1 0 -- 5.24611e-91 
1 -- 1 0 -- 0.995044 
0 -- 1 1 -- 1 
1 -- 6.30793e-65 0 -- 1 
1 -- 1.96662e-166 0 -- 1 
0 -- 6.39427e-15 1 -- 0.0148465 
1 -- 1 0 -- 4.01213e-125 
1 -- 1 0 -- 1 
1 -- 1 0 -- 2.63031e-14 
1 -- 1 0 -- 4.05521e-142 
1 -- 1 0 -- 3.45338e-60 
1 -- 2.2453e-56 0 -- 1 
1 -- 1 0 -- 1.15298e-37 
0 -- 8.69435e-297 1 -- 1 
1 -- 6.76072e-146 0 -- 1 
1 -- 3.59134e-223 0 -- 1 
1 -- 1 0 -- 3.78684e-48 
1 -- 1 0 -- 7.61042e-59 
0 -- 6.12886e-58 1 -- 1 
1 -- 1 0 -- 7.61042e-59 
0 -- 1 1 -- 2.3624e-16 
1 -- 3.25039e-188 0 -- 1 
0 -- 3.42139e-135 1 -- 1 
0 -- 1 1 -- 1.51056e-53 
0 -- 1 1 -- 7.22002e-73 
1 -- 1 0 -- 2.94559e-87 
0 -- 1.21274e-71 1 -- 1 
1 -- 1.4068e-45 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.7087e-65 
0 -- 6.81668e-175 1 -- 1 
1 -- 1 0 -- 1.62292e-28 
0 -- 1.53637e-53 1 -- 1 
1 -- 1 0 -- 6.25999e-37 
1 -- 1 0 -- 2.58492e-66 
0 -- 1.42819e-15 1 -- 1 
0 -- 1 1 -- 4.45214e-15 
0 -- 1 1 -- 2.45607e-38 
0 -- 4.91962e-05 1 -- 1 
0 -- 1 1 -- 6.94777e-40 
1 -- 1 0 -- 1.26295e-56 
0 -- 1.98506e-59 1 -- 1 
1 -- 0.999998 0 -- 3.1608e-10 
1 -- 1 0 -- 2.45232e-80 
0 -- 1 1 -- 4.55429e-137 
1 -- 1 0 -- 2.29613e-110 
1 -- 3.81335e-179 0 -- 1 
1 -- 1.42829e-17 0 -- 1 
1 -- 1.07852e-78 0 -- 1 
1 -- 4.12885e-17 0 -- 1 
1 -- 1 0 -- 0.239463 
1 -- 2.7123e-50 0 -- 1 
1 -- 1 0 -- 2.67993e-48 
1 -- 1 0 -- 1.29921e-92 
0 -- 1 1 -- 1.84235e-28 
0 -- 1 1 -- 4.44054e-88 
1 -- 0.000132806 0 -- 1 
1 -- 1 0 -- 3.55035e-70 
0 -- 2.5597e-181 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.87181e-64 
1 -- 1 0 -- 3.87727e-102 
0 -- 1 1 -- 2.06357e-90 
1 -- 1 0 -- 1.44254e-128 
1 -- 0 0 -- 1 
1 -- 1 0 -- 9.46224e-162 
1 -- 1 0 -- 1.29833e-156 
1 -- 1 0 -- 3.24121e-51 
1 -- 0.000132806 0 -- 1 
0 -- 7.77788e-60 1 -- 1 
1 -- 1 0 -- 2.12394e-75 
0 -- 1 1 -- 1.17598e-36 
1 -- 1 0 -- 1.19353e-61 
1 -- 1 0 -- 4.69879e-83 
1 -- 1.95261e-11 0 -- 1 
1 -- 1 0 -- 1.00519e-93 
1 -- 1 0 -- 6.9747e-49 
1 -- 1 0 -- 2.47229e-99 
0 -- 1.21007e-83 1 -- 1 
0 -- 1 1 -- 2.84243e-94 
0 -- 3.03782e-35 1 -- 1 
0 -- 1 1 -- 8.30995e-37 
0 -- 4.11571e-211 1 -- 1 
1 -- 1 0 -- 1.32091e-96 
0 -- 1 1 -- 1.09079e-11 
1 -- 1 0 -- 4.8715e-65 
0 -- 4.74096e-49 1 -- 1 
0 -- 8.74334e-38 1 -- 1 
0 -- 1 1 -- 2.42137e-85 
1 -- 1 0 -- 3.35296e-139 
0 -- 0 1 -- 1 
0 -- 4.9364e-140 1 -- 1 
0 -- 1.42519e-289 1 -- 1 
1 -- 1.28077e-14 0 -- 0.235713 
0 -- 1 1 -- 8.73219e-76 
1 -- 6.3746e-143 0 -- 1 
0 -- 1.13126e-131 1 -- 1 
1 -- 1 0 -- 1.48978e-101 
1 -- 1 0 -- 3.601e-113 
0 -- 1 1 -- 1.39965e-13 
0 -- 2.73035e-86 1 -- 1 
1 -- 1.35632e-51 0 -- 1 
0 -- 1 1 -- 1.80122e-31 
1 -- 1 0 -- 0.990943 
1 -- 1 0 -- 8.98767e-61 
0 -- 0.118243 1 -- 6.7117e-16 
1 -- 1 0 -- 8.05302e-54 
0 -- 1 1 -- 0.998322 
1 -- 1 0 -- 6.81909e-06 
0 -- 1 1 -- 1.06944e-08 
1 -- 1 0 -- 2.03616e-159 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.3374e-160 
0 -- 6.85074e-35 1 -- 1 
1 -- 1 0 -- 1.98067e-59 
0 -- 1 1 -- 8.19257e-84 
0 -- 1.03819e-10 1 -- 1 
0 -- 1 1 -- 0.998322 
0 -- 1 1 -- 1.43794e-55 
0 -- 1 1 -- 8.6723e-80 
0 -- 1.11619e-303 1 -- 1 
0 -- 1 1 -- 0.277514 
1 -- 1 0 -- 8.02193e-45 
1 -- 1 0 -- 0.000493547 
1 -- 1 0 -- 8.39009e-85 
1 -- 0 0 -- 1 
1 -- 1 0 -- 9.10252e-56 
1 -- 1 0 -- 3.47568e-67 
1 -- 1 0 -- 4.85269e-56 
0 -- 8.92276e-80 1 -- 1 
0 -- 3.4487e-25 1 -- 1 
0 -- 1.42906e-20 1 -- 1 
1 -- 1 0 -- 1.97302e-50 
0 -- 1 1 -- 6.68578e-07 
1 -- 1 0 -- 2.14771e-81 
1 -- 1 0 -- 4.96979e-11 
1 -- 1 0 -- 3.83695e-32 
1 -- 1 0 -- 5.54274e-128 
1 -- 1 0 -- 2.78494e-81 
0 -- 8.71135e-45 1 -- 1 
1 -- 1 0 -- 2.57577e-130 
1 -- 1 0 -- 4.2029e-51 
1 -- 1 0 -- 7.32345e-26 
1 -- 1 0 -- 1.04015e-116 
1 -- 1 0 -- 1.13669e-84 
1 -- 1 0 -- 1.15122e-79 
0 -- 8.18075e-09 1 -- 3.70658e-08 
0 -- 2.07547e-82 1 -- 1 
0 -- 7.77788e-60 1 -- 1 
1 -- 1 0 -- 1.93301e-109 
0 -- 2.03912e-170 1 -- 1 
1 -- 1.01442e-140 0 -- 1 
1 -- 1 0 -- 4.45214e-15 
0 -- 1 1 -- 7.2251e-41 
1 -- 1 0 -- 4.38452e-93 
1 -- 1 0 -- 8.02193e-45 
1 -- 1 0 -- 3.19401e-109 
1 -- 3.44369e-20 0 -- 0.999994 
0 -- 5.15095e-75 1 -- 1 
1 -- 6.3492e-269 0 -- 1 
1 -- 3.349e-59 0 -- 1 
0 -- 1 1 -- 1.44254e-128 
1 -- 2.65206e-12 0 -- 1 
0 -- 1 1 -- 1.03772e-65 
1 -- 3.17123e-113 0 -- 1 
1 -- 1 0 -- 3.45338e-60 
0 -- 2.49095e-196 1 -- 1 
1 -- 1 0 -- 1.71283e-96 
0 -- 3.86933e-30 1 -- 1 
0 -- 5.41261e-197 1 -- 1 
1 -- 1 0 -- 3.1169e-82 
0 -- 1 1 -- 4.85269e-56 
1 -- 0.99345 0 -- 1.05259e-18 
0 -- 4.55504e-78 1 -- 1 
1 -- 1 0 -- 1.09216e-93 
1 -- 1 0 -- 3.11424e-60 
0 -- 2.69559e-31 1 -- 1 
1 -- 1 0 -- 1.18071e-128 
1 -- 1 0 -- 5.54274e-128 
1 -- 1 0 -- 4.8224e-68 
1 -- 1 0 -- 1.15122e-79 
0 -- 4.37125e-126 1 -- 1 
0 -- 1.88402e-90 1 -- 1 
1 -- 2.06801e-11 0 -- 1 
0 -- 4.34963e-08 1 -- 1 
0 -- 1.86071e-176 1 -- 1 
1 -- 1 0 -- 7.29479e-89 
1 -- 7.70752e-31 0 -- 1 
1 -- 7.41422e-145 0 -- 1 
0 -- 1 1 -- 1 
1 -- 0.971329 0 -- 1 
1 -- 1 0 -- 4.43016e-37 
1 -- 2.39793e-53 0 -- 1 
1 -- 1 0 -- 0.0121846 
1 -- 1 0 -- 4.60376e-70 
1 -- 1 0 -- 6.55021e-66 
1 -- 1 0 -- 1.15298e-37 
1 -- 1 0 -- 4.44054e-88 
0 -- 1.62111e-27 1 -- 1 
1 -- 1 0 -- 3.16491e-50 
1 -- 1.83265e-21 0 -- 1 
0 -- 1 1 -- 5.0754e-96 
1 -- 2.90605e-31 0 -- 1 
0 -- 1 1 -- 1.97302e-50 
1 -- 1 0 -- 7.15497e-45 
1 -- 1 0 -- 1.68469e-92 
0 -- 1 1 -- 2.42137e-85 
1 -- 3.21737e-35 0 -- 1 
1 -- 9.4602e-70 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 5.85139e-72 
1 -- 6.9286e-52 0 -- 1 
1 -- 0.265805 0 -- 0.000128496 
1 -- 1 0 -- 0.000493547 
1 -- 9.64789e-46 0 -- 1 
1 -- 1 0 -- 0.999105 
1 -- 1 0 -- 4.0601e-27 
1 -- 0.130614 0 -- 1 
0 -- 1.20279e-166 1 -- 1 
1 -- 1 0 -- 4.6216e-79 
1 -- 6.81419e-34 0 -- 1 
1 -- 1 0 -- 8.22742e-94 
1 -- 1 0 -- 3.01072e-116 
1 -- 0.265805 0 -- 0.000128496 
1 -- 1 0 -- 1.75939e-103 
1 -- 1 0 -- 2.65292e-51 
0 -- 1 1 -- 1.64824e-63 
0 -- 7.61364e-200 1 -- 1 
1 -- 1 0 -- 2.24831e-71 
0 -- 1 1 -- 1.08208e-118 
1 -- 1 0 -- 1.62116e-59 
0 -- 1 1 -- 1.17598e-36 
0 -- 0.130614 1 -- 1 
1 -- 1 0 -- 5.84245e-114 
0 -- 3.39484e-09 1 -- 1 
0 -- 2.72988e-224 1 -- 1 
0 -- 3.83573e-142 1 -- 1 
1 -- 0 0 -- 1 
0 -- 2.24856e-61 1 -- 1 
1 -- 1 0 -- 6.25323e-68 
0 -- 1 1 -- 2.82484e-34 
1 -- 1 0 -- 7.93574e-112 
0 -- 1.3809e-191 1 -- 1 
0 -- 1 1 -- 9.36599e-10 
0 -- 1 1 -- 1.80122e-31 
0 -- 1 1 -- 4.78861e-18 
0 -- 2.997e-07 1 -- 1 
0 -- 9.91559e-24 1 -- 1 
1 -- 1 0 -- 2.82484e-34 
1 -- 1 0 -- 2.22565e-74 
1 -- 1 0 -- 1.85728e-118 
1 -- 1 0 -- 3.23903e-115 
0 -- 1.39543e-139 1 -- 1 
1 -- 1.11861e-31 0 -- 1 
0 -- 1 1 -- 2.0228e-98 
0 -- 3.99534e-232 1 -- 1 
1 -- 1 0 -- 8.42261e-94 
1 -- 1 0 -- 1.26295e-56 
0 -- 1.2177e-65 1 -- 1 
1 -- 1 0 -- 3.32317e-27 
0 -- 6.39427e-15 1 -- 0.0148465 
0 -- 1 1 -- 4.45876e-44 
0 -- 3.89065e-28 1 -- 1 
1 -- 1 0 -- 7.93574e-112 
0 -- 1 1 -- 0.0352617 
0 -- 0.999997 1 -- 4.18963e-10 
0 -- 3.83989e-06 1 -- 1 
0 -- 1 1 -- 3.10696e-09 
1 -- 3.00136e-12 0 -- 1 
1 -- 5.51026e-76 0 -- 1 
0 -- 1 1 -- 2.42705e-136 
0 -- 1 1 -- 4.22908e-111 
1 -- 0.130614 0 -- 1 
0 -- 1.07921e-157 1 -- 1 
0 -- 1 1 -- 5.8651e-123 
0 -- 4.78177e-54 1 -- 1 
0 -- 1.78217e-73 1 -- 1 
0 -- 1.42726e-294 1 -- 1 
1 -- 1 0 -- 1.07498e-57 
1 -- 1 0 -- 2.88118e-33 
1 -- 8.74334e-38 0 -- 1 
0 -- 1 1 -- 0.999992 
1 -- 1 0 -- 4.16409e-76 
0 -- 1 1 -- 1.83524e-19 
1 -- 1 0 -- 8.97395e-103 
1 -- 1.17429e-07 0 -- 1 
0 -- 1 1 -- 1.24164e-63 
0 -- 0.999998 1 -- 3.1608e-10 
1 -- 1 0 -- 6.96405e-91 
1 -- 1 0 -- 2.7869e-49 
0 -- 1 1 -- 0.999992 
0 -- 1 1 -- 6.94777e-40 
1 -- 4.89941e-269 0 -- 1 
0 -- 1 1 -- 1.28483e-86 
0 -- 3.53609e-99 1 -- 1 
1 -- 1 0 -- 3.14082e-158 
0 -- 1 1 -- 0.995044 
0 -- 1.25058e-92 1 -- 1 
0 -- 1 1 -- 1 
1 -- 4.88353e-74 0 -- 1 
1 -- 1 0 -- 1.41336e-115 
1 -- 1 0 -- 4.95705e-13 
1 -- 1 0 -- 7.36906e-86 
1 -- 1 0 -- 4.2029e-51 
0 -- 1.93461e-120 1 -- 1 
0 -- 1.47135e-168 1 -- 1 
1 -- 1 0 -- 2.83579e-43 
1 -- 9.17855e-14 0 -- 1 
0 -- 5.36752e-27 1 -- 1 
1 -- 1 0 -- 4.0539e-69 
1 -- 1.34931e-20 0 -- 1 
1 -- 1 0 -- 1.62169e-132 
1 -- 1 0 -- 1.97302e-50 
0 -- 4.02666e-118 1 -- 1 
1 -- 1 0 -- 1.07422e-89 
1 -- 1 0 -- 1.05098e-60 
1 -- 2.10388e-32 0 -- 1 
1 -- 1 0 -- 0.000493547 
1 -- 1 0 -- 1.85294e-67 
1 -- 1 0 -- 9.87862e-100 
0 -- 1.29467e-62 1 -- 1 
1 -- 1 0 -- 1.13231e-75 
0 -- 5.6882e-37 1 -- 1 
1 -- 3.11717e-92 0 -- 1 
0 -- 1 1 -- 2.64051e-23 
1 -- 1 0 -- 4.40251e-49 
1 -- 1 0 -- 1.47822e-155 
0 -- 1 1 -- 0.999992 
1 -- 1 0 -- 3.84718e-156 
0 -- 1 1 -- 4.80055e-123 
0 -- 2.06644e-28 1 -- 1 
1 -- 1.03819e-10 0 -- 1 
0 -- 2.36972e-77 1 -- 1 
1 -- 1 0 -- 5.35802e-40 
1 -- 3.28427e-164 0 -- 1 
1 -- 1 0 -- 2.14124e-94 
1 -- 1 0 -- 1.80122e-31 
1 -- 1 0 -- 2.45607e-38 
1 -- 1 0 -- 8.58294e-136 
1 -- 0.000132806 0 -- 1 
0 -- 1 1 -- 0.239463 
1 -- 1 0 -- 1.32234e-65 
1 -- 1 0 -- 6.40947e-91 
0 -- 1.84501e-43 1 -- 1 
1 -- 1 0 -- 2.56975e-79 
0 -- 0.000132806 1 -- 1 
0 -- 3.79197e-263 1 -- 1 
1 -- 1 0 -- 3.24881e-102 
0 -- 1 1 -- 7.32345e-26 
0 -- 1 1 -- 1.78266e-87 
0 -- 1.49149e-118 1 -- 1 
0 -- 1 1 -- 5.33374e-95 
0 -- 0.999994 1 -- 1.65076e-21 
1 -- 0.265805 0 -- 0.000128496 
0 -- 5.42802e-35 1 -- 1 
1 -- 1 0 -- 2.55829e-122 
0 -- 1 1 -- 6.92058e-103 
1 -- 4.56702e-67 0 -- 1 
0 -- 1 1 -- 7.64818e-37 
1 -- 1 0 -- 3.03381e-08 
1 -- 1 0 -- 2.35985e-47 
1 -- 2.34594e-18 0 -- 1 
0 -- 1.17429e-07 1 -- 1 
0 -- 1 1 -- 1.80122e-31 
0 -- 1.59398e-230 1 -- 1 
1 -- 1 0 -- 1.1489e-101 
0 -- 1.6675e-44 1 -- 1 
0 -- 5.4185e-61 1 -- 1 
1 -- 1 0 -- 4.73275e-170 
0 -- 1 1 -- 4.56803e-124 
1 -- 1 0 -- 6.9747e-49 
1 -- 1 0 -- 0.995044 
1 -- 1 0 -- 2.54245e-62 
1 -- 9.3511e-128 0 -- 1 
0 -- 1 1 -- 2.41768e-127 
0 -- 5.11436e-229 1 -- 1 
1 -- 1 0 -- 2.93553e-67 
1 -- 1.61543e-12 0 -- 1 
0 -- 6.04191e-47 1 -- 1 
1 -- 1 0 -- 3.70092e-50 
0 -- 1 1 -- 5.8266e-62 
1 -- 1 0 -- 2.45232e-80 
1 -- 1 0 -- 1.09216e-93 
0 -- 8.15082e-16 1 -- 0.9899 
1 -- 1 0 -- 0.00112867 
1 -- 1 0 -- 2.52488e-138 
0 -- 1.86003e-35 1 -- 1 
0 -- 1 1 -- 0.239463 
1 -- 0.130614 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 5.56797e-73 
0 -- 1 1 -- 1.03614e-107 
0 -- 1.53954e-206 1 -- 1 
0 -- 1 1 -- 1.42908e-27 
0 -- 1 1 -- 0.277514 
1 -- 1 0 -- 5.84245e-114 
1 -- 1 0 -- 4.04442e-18 
0 -- 5.79113e-90 1 -- 1 
0 -- 1 1 -- 2.9387e-36 
0 -- 8.09501e-111 1 -- 1 
1 -- 1 0 -- 4.8882e-85 
0 -- 8.11471e-17 1 -- 1 
0 -- 1.75753e-67 1 -- 1 
1 -- 1 0 -- 0.0121846 
1 -- 1 0 -- 1.58048e-94 
1 -- 1 0 -- 1.13695e-31 
0 -- 0.830873 1 -- 0.999801 
1 -- 1 0 -- 8.72829e-87 
0 -- 1 1 -- 4.8715e-65 
0 -- 2.9255e-70 1 -- 1 
1 -- 1 0 -- 4.01647e-94 
0 -- 1.17429e-07 1 -- 1 
1 -- 1 0 -- 0.999997 
1 -- 1 0 -- 6.38472e-82 
1 -- 1 0 -- 9.53624e-108 
1 -- 1 0 -- 4.56803e-124 
0 -- 1.23198e-87 1 -- 1 
0 -- 2.8968e-144 1 -- 1 
0 -- 1 1 -- 0.999992 
0 -- 1.98506e-59 1 -- 1 
1 -- 1 0 -- 9.10545e-129 
1 -- 1 0 -- 4.38926e-62 
1 -- 1 0 -- 5.32127e-44 
0 -- 1 1 -- 1.24966e-70 
0 -- 1 1 -- 2.14771e-81 
1 -- 1 0 -- 1.10209e-27 
1 -- 1 0 -- 1.71004e-197 
0 -- 1 1 -- 1.03772e-65 
1 -- 1 0 -- 2.17515e-76 
1 -- 1 0 -- 2.18358e-85 
0 -- 2.12e-56 1 -- 1 
1 -- 1 0 -- 1.80122e-31 
1 -- 1 0 -- 2.54841e-113 
1 -- 0 0 -- 1 
1 -- 4.67014e-14 0 -- 1 
1 -- 1 0 -- 2.47865e-97 
1 -- 1 0 -- 6.92318e-104 
0 -- 1 1 -- 2.63031e-14 
0 -- 0.99993 1 -- 0.999986 
0 -- 1 1 -- 5.56797e-73 
1 -- 1 0 -- 4.8224e-68 
0 -- 1 1 -- 6.6068e-105 
0 -- 6.43393e-34 1 -- 1 
1 -- 1 0 -- 0.999105 
0 -- 1 1 -- 4.00366e-21 
0 -- 0 1 -- 1 
0 -- 1.85902e-32 1 -- 1 
0 -- 7.70752e-31 1 -- 1 
1 -- 1 0 -- 2.82484e-34 
1 -- 1 0 -- 4.92571e-161 
1 -- 1 0 -- 1.24646e-72 
0 -- 4.03768e-70 1 -- 1 
1 -- 1 0 -- 7.88365e-51 
1 -- 1 0 -- 6.11795e-39 
1 -- 1 0 -- 7.58639e-18 
1 -- 3.10821e-38 0 -- 1 
0 -- 1 1 -- 2.34546e-113 
1 -- 1 0 -- 1.40737e-105 
1 -- 1 0 -- 7.46175e-14 
1 -- 1 0 -- 1.80122e-31 
1 -- 1 0 -- 1.14853e-28 
0 -- 9.62432e-135 1 -- 1 
1 -- 1.21451e-76 0 -- 1 
0 -- 2.88097e-60 1 -- 1 
0 -- 1.17429e-07 1 -- 1 
1 -- 1 0 -- 8.31884e-06 
1 -- 1 0 -- 3.24121e-51 
1 -- 8.39262e-86 0 -- 1 
1 -- 1 0 -- 3.06101e-120 
1 -- 1 0 -- 9.53482e-54 
0 -- 1 1 -- 1.7777e-47 
0 -- 1.36047e-39 1 -- 1 
1 -- 1 0 -- 3.34748e-56 
0 -- 3.74248e-267 1 -- 1 
1 -- 1 0 -- 0.239463 
1 -- 1 0 -- 4.36759e-84 
0 -- 0 1 -- 1 
0 -- 6.07278e-202 1 -- 1 
0 -- 5.72606e-73 1 -- 1 
1 -- 0.265805 0 -- 0.000128496 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.94691e-76 
0 -- 1 1 -- 1.05506e-69 
0 -- 1 1 -- 2.69032e-57 
1 -- 1.48907e-251 0 -- 1 
1 -- 0.999984 0 -- 1 
1 -- 5.47048e-161 0 -- 1 
0 -- 0.265805 1 -- 0.000128496 
1 -- 3.12455e-241 0 -- 1 
0 -- 1 1 -- 1.57145e-55 
1 -- 1 0 -- 1.14853e-28 
1 -- 1 0 -- 1.3441e-44 
1 -- 1.03819e-10 0 -- 1 
